PERMNO,date,TICKER,COMNAM,PRC,VOL,SHROUT,OPENPRC
15291,2022-07-26,ETSY,ETSY INC,93.30000,4786130,126609,91.05000
15291,2022-07-27,ETSY,ETSY INC,95.50000,7625116,126609,96.67000
15291,2022-07-28,ETSY,ETSY INC,104.92000,9895985,126609,100.67000
15291,2022-07-29,ETSY,ETSY INC,103.72000,4455146,126609,104.11000
15291,2022-08-01,ETSY,ETSY INC,103.61000,3272894,126609,101.85000
15291,2022-08-02,ETSY,ETSY INC,104.44000,2825474,126609,101.78000
15291,2022-08-03,ETSY,ETSY INC,108.50000,3380245,126609,106.25000
15291,2022-08-04,ETSY,ETSY INC,109.33000,2590368,126609,109.16000
15291,2022-08-05,ETSY,ETSY INC,109.38000,2486205,126609,105.73000
15291,2022-08-08,ETSY,ETSY INC,111.98000,3196984,126609,109.33000
15291,2022-08-09,ETSY,ETSY INC,108.87000,3199628,126609,109.50000
15291,2022-08-10,ETSY,ETSY INC,116.90000,3896179,126609,114.00000
15291,2022-08-11,ETSY,ETSY INC,114.68000,4128783,126609,119.57000
15291,2022-08-12,ETSY,ETSY INC,119.91000,2950849,126609,116.80000
15291,2022-08-15,ETSY,ETSY INC,117.61000,2530746,126609,118.00500
15291,2022-08-16,ETSY,ETSY INC,120.86000,3332777,126609,117.96000
15291,2022-08-17,ETSY,ETSY INC,116.91000,2641271,126609,118.62000
15291,2022-08-18,ETSY,ETSY INC,114.45000,2503625,126609,116.80000
15291,2022-08-19,ETSY,ETSY INC,107.01000,3788180,126609,111.80000
15291,2022-08-22,ETSY,ETSY INC,103.74000,2734230,126609,104.46000
15291,2022-08-23,ETSY,ETSY INC,103.74000,1787375,126609,103.50000
15291,2022-08-24,ETSY,ETSY INC,105.90000,2022094,126609,105.26000
15291,2022-08-25,ETSY,ETSY INC,108.32000,1604967,126609,107.12000
15291,2022-08-26,ETSY,ETSY INC,104.25000,2571098,126609,109.57000
15291,2022-08-29,ETSY,ETSY INC,104.52000,1846884,126609,101.58000
15291,2022-08-30,ETSY,ETSY INC,105.78000,2335066,126609,106.48000
15291,2022-08-31,ETSY,ETSY INC,105.61000,2053458,126609,106.35000
15291,2022-09-01,ETSY,ETSY INC,106.13000,2734002,126609,103.07000
15291,2022-09-02,ETSY,ETSY INC,105.72000,2623312,126609,109.19000
15291,2022-09-06,ETSY,ETSY INC,103.86000,2379122,126609,105.65000
15291,2022-09-07,ETSY,ETSY INC,107.36000,2309354,126609,104.44000
15291,2022-09-08,ETSY,ETSY INC,108.30000,1808179,126609,105.06000
15291,2022-09-09,ETSY,ETSY INC,110.42000,2382347,126609,108.95000
15291,2022-09-12,ETSY,ETSY INC,114.08000,2424655,126609,111.04000
15291,2022-09-13,ETSY,ETSY INC,107.06000,2551113,126609,108.01500
15291,2022-09-14,ETSY,ETSY INC,111.23000,2746636,126609,107.98000
15291,2022-09-15,ETSY,ETSY INC,112.35000,2356379,126609,110.86000
15291,2022-09-16,ETSY,ETSY INC,108.03000,4183399,126609,109.25000
15291,2022-09-19,ETSY,ETSY INC,111.78000,2886944,126609,106.86000
15291,2022-09-20,ETSY,ETSY INC,103.97000,2862917,126609,110.15000
15291,2022-09-21,ETSY,ETSY INC,104.07000,2039036,126609,104.65000
15291,2022-09-22,ETSY,ETSY INC,97.49000,3082546,126609,102.87000
15291,2022-09-23,ETSY,ETSY INC,96.47000,3307636,126609,95.92500
15291,2022-09-26,ETSY,ETSY INC,94.30000,2455815,126609,96.07000
15291,2022-09-27,ETSY,ETSY INC,96.73000,2632059,126609,96.90000
15291,2022-09-28,ETSY,ETSY INC,102.15000,2145825,126609,96.39750
15291,2022-09-29,ETSY,ETSY INC,101.52000,2922778,126609,99.07100
15291,2022-09-30,ETSY,ETSY INC,100.13000,2830944,125662,100.00000
15291,2022-10-03,ETSY,ETSY INC,104.99000,3020441,125662,100.81000
15291,2022-10-04,ETSY,ETSY INC,110.20000,3162393,125662,108.57000
15291,2022-10-05,ETSY,ETSY INC,112.33000,2691905,125662,108.77000
15291,2022-10-06,ETSY,ETSY INC,115.11000,2558272,125662,112.89000
15291,2022-10-07,ETSY,ETSY INC,110.44000,1956877,125662,111.48000
15291,2022-10-10,ETSY,ETSY INC,108.97000,3173167,125662,111.21000
15291,2022-10-11,ETSY,ETSY INC,105.60000,3345112,125662,107.87000
15291,2022-10-12,ETSY,ETSY INC,106.16000,2389007,125662,106.77000
15291,2022-10-13,ETSY,ETSY INC,96.32000,9495471,125662,99.28000
15291,2022-10-14,ETSY,ETSY INC,92.45000,3580680,125662,98.57000
15291,2022-10-17,ETSY,ETSY INC,98.12000,3082588,125662,95.22000
15291,2022-10-18,ETSY,ETSY INC,100.48000,3643518,125662,102.74500
15291,2022-10-19,ETSY,ETSY INC,94.33000,3155638,125662,99.22000
15291,2022-10-20,ETSY,ETSY INC,97.44000,2941523,125662,93.89000
15291,2022-10-21,ETSY,ETSY INC,100.91000,2815272,125662,96.58000
15291,2022-10-24,ETSY,ETSY INC,102.07000,1995522,125662,100.33000
15291,2022-10-25,ETSY,ETSY INC,103.24000,3186447,125662,102.09000
15291,2022-10-26,ETSY,ETSY INC,101.40000,2677628,125662,101.38000
15291,2022-10-27,ETSY,ETSY INC,100.91000,3070177,125662,102.75000
15291,2022-10-28,ETSY,ETSY INC,97.91000,4344676,125688,95.97000
15291,2022-10-31,ETSY,ETSY INC,93.91000,3126942,125688,97.99500
15291,2022-11-01,ETSY,ETSY INC,91.43000,3028906,125688,96.10000
15291,2022-11-02,ETSY,ETSY INC,87.54000,5263776,125688,91.98000
15291,2022-11-03,ETSY,ETSY INC,100.03000,12758317,125688,91.33000
15291,2022-11-04,ETSY,ETSY INC,98.35000,6236292,125688,101.58000
15291,2022-11-07,ETSY,ETSY INC,99.19000,3336961,125688,100.19000
15291,2022-11-08,ETSY,ETSY INC,101.78000,3108920,125688,100.27000
15291,2022-11-09,ETSY,ETSY INC,94.96000,2359722,125688,100.26000
15291,2022-11-10,ETSY,ETSY INC,110.21000,4218831,125688,101.00000
15291,2022-11-11,ETSY,ETSY INC,115.64000,3648323,125688,109.39000
15291,2022-11-14,ETSY,ETSY INC,119.74000,5545976,125688,114.31000
15291,2022-11-15,ETSY,ETSY INC,125.31000,4479046,125688,124.76000
15291,2022-11-16,ETSY,ETSY INC,119.72000,4034308,125688,120.09000
15291,2022-11-17,ETSY,ETSY INC,114.37000,3057993,125688,116.91000
15291,2022-11-18,ETSY,ETSY INC,113.92000,2201805,125688,116.62000
15291,2022-11-21,ETSY,ETSY INC,114.94000,3703847,125688,112.20000
15291,2022-11-22,ETSY,ETSY INC,119.29000,3117333,125688,115.64000
15291,2022-11-23,ETSY,ETSY INC,119.99000,1862159,125688,120.06000
15291,2022-11-25,ETSY,ETSY INC,120.31000,774601,125688,118.39000
15291,2022-11-28,ETSY,ETSY INC,119.48000,2571244,125688,120.20000
15291,2022-11-29,ETSY,ETSY INC,121.88000,2585786,125688,120.87000
15291,2022-11-30,ETSY,ETSY INC,132.09000,4818205,125688,123.00000
15291,2022-12-01,ETSY,ETSY INC,139.39000,4450466,125688,132.86000
15291,2022-12-02,ETSY,ETSY INC,140.49001,2807504,125688,136.16000
15291,2022-12-05,ETSY,ETSY INC,137.21001,3216515,125688,139.28000
15291,2022-12-06,ETSY,ETSY INC,135.00999,2716240,125688,137.56000
15291,2022-12-07,ETSY,ETSY INC,130.13000,2864923,125688,134.10001
15291,2022-12-08,ETSY,ETSY INC,134.50000,2158260,125688,131.78000
15291,2022-12-09,ETSY,ETSY INC,126.78000,2994418,125688,130.78500
15291,2022-12-12,ETSY,ETSY INC,129.52000,2192007,125688,125.75000
15291,2022-12-13,ETSY,ETSY INC,131.60001,2751880,125688,138.44000
15291,2022-12-14,ETSY,ETSY INC,132.03000,2661962,125688,132.16000
15291,2022-12-15,ETSY,ETSY INC,125.97000,2734693,125688,128.64000
15291,2022-12-16,ETSY,ETSY INC,126.32000,4278367,125688,124.73000
15291,2022-12-19,ETSY,ETSY INC,125.91000,2128055,125688,126.41000
15291,2022-12-20,ETSY,ETSY INC,127.10000,1837609,125688,125.24000
15291,2022-12-21,ETSY,ETSY INC,134.33000,3337109,125688,130.19501
15291,2022-12-22,ETSY,ETSY INC,127.35000,2355278,125688,132.28999
15291,2022-12-23,ETSY,ETSY INC,126.94000,1337350,125688,126.80000
15291,2022-12-27,ETSY,ETSY INC,121.34000,1826376,125688,126.03000
15291,2022-12-28,ETSY,ETSY INC,120.40000,1807613,125688,120.40000
15291,2022-12-29,ETSY,ETSY INC,122.68000,1640554,125688,122.01000
15291,2022-12-30,ETSY,ETSY INC,119.78000,2145153,125688,119.23000
15486,2019-01-02,AXON,AXOVANT SCIENCES LTD,1.08500,1215036,155528,0.98020
15486,2019-01-03,AXON,AXOVANT SCIENCES LTD,1.05000,474075,155528,1.07000
15486,2019-01-04,AXON,AXOVANT SCIENCES LTD,1.08000,721975,155528,1.07000
15486,2019-01-07,AXON,AXOVANT SCIENCES LTD,1.12000,3491703,155528,1.13000
15486,2019-01-08,AXON,AXOVANT SCIENCES LTD,1.07000,1754163,155528,1.15000
15486,2019-01-09,AXON,AXOVANT SCIENCES LTD,1.14000,1163022,155528,1.10000
15486,2019-01-10,AXON,AXOVANT SCIENCES LTD,1.15000,1887680,155528,1.11000
15486,2019-01-11,AXON,AXOVANT SCIENCES LTD,1.11000,1502975,155528,1.15000
15486,2019-01-14,AXON,AXOVANT SCIENCES LTD,1.05000,2331160,155528,1.12000
15486,2019-01-15,AXON,AXOVANT SCIENCES LTD,1.08000,1495975,155528,1.06000
15486,2019-01-16,AXON,AXOVANT SCIENCES LTD,1.10000,886117,155528,1.09000
15486,2019-01-17,AXON,AXOVANT SCIENCES LTD,1.02000,1021255,155528,1.09000
15486,2019-01-18,AXON,AXOVANT SCIENCES LTD,1.01000,1252559,155528,1.03000
15486,2019-01-22,AXON,AXOVANT SCIENCES LTD,0.96000,2195969,155528,1.00000
15486,2019-01-23,AXON,AXOVANT SCIENCES LTD,0.96000,1101574,155528,0.97400
15486,2019-01-24,AXON,AXOVANT SCIENCES LTD,0.96500,1764810,155528,0.96700
15486,2019-01-25,AXON,AXOVANT SCIENCES LTD,1.02000,841591,155528,0.96700
15486,2019-01-28,AXON,AXOVANT SCIENCES LTD,0.99740,757919,155528,1.00000
15486,2019-01-29,AXON,AXOVANT SCIENCES LTD,1.01000,627885,155528,1.00000
15486,2019-01-30,AXON,AXOVANT SCIENCES LTD,1.03000,397031,155528,1.02000
15486,2019-01-31,AXON,AXOVANT SCIENCES LTD,1.05000,1055165,155528,1.04000
15486,2019-02-01,AXON,AXOVANT SCIENCES LTD,1.11000,1017980,155528,1.05000
15486,2019-02-04,AXON,AXOVANT SCIENCES LTD,1.16000,1307385,155528,1.10000
15486,2019-02-05,AXON,AXOVANT SCIENCES LTD,1.17000,1236603,155534,1.17000
15486,2019-02-06,AXON,AXOVANT SCIENCES LTD,1.35000,3546066,155534,1.19000
15486,2019-02-07,AXON,AXOVANT SCIENCES LTD,1.22000,2776767,155534,1.35000
15486,2019-02-08,AXON,AXOVANT SCIENCES LTD,1.25000,1252160,155534,1.23000
15486,2019-02-11,AXON,AXOVANT SCIENCES LTD,1.30000,1561441,155534,1.27000
15486,2019-02-12,AXON,AXOVANT SCIENCES LTD,1.29000,2517105,155534,1.32000
15486,2019-02-13,AXON,AXOVANT SCIENCES LTD,1.22000,2783220,155534,1.30000
15486,2019-02-14,AXGT,AXOVANT SCIENCES LTD,1.16000,2007461,155534,1.27000
15486,2019-02-15,AXGT,AXOVANT SCIENCES LTD,1.19000,1661652,155557,1.23000
15486,2019-02-19,AXGT,AXOVANT SCIENCES LTD,1.20000,647286,155557,1.20000
15486,2019-02-20,AXGT,AXOVANT SCIENCES LTD,1.18000,824987,155557,1.20000
15486,2019-02-21,AXGT,AXOVANT SCIENCES LTD,1.19000,620659,155557,1.17000
15486,2019-02-22,AXGT,AXOVANT SCIENCES LTD,1.30000,1272565,155557,1.22000
15486,2019-02-25,AXGT,AXOVANT SCIENCES LTD,1.34000,4987511,155557,1.32000
15486,2019-02-26,AXGT,AXOVANT SCIENCES LTD,1.33000,786206,155557,1.35000
15486,2019-02-27,AXGT,AXOVANT SCIENCES LTD,1.38000,1039440,155557,1.32000
15486,2019-02-28,AXGT,AXOVANT SCIENCES LTD,1.33000,830845,155557,1.39000
15486,2019-03-01,AXGT,AXOVANT SCIENCES LTD,1.34000,796835,155557,1.32000
15486,2019-03-04,AXGT,AXOVANT SCIENCES LTD,1.40000,2486306,155557,1.36000
15486,2019-03-05,AXGT,AXOVANT SCIENCES LTD,1.37000,939844,155557,1.41000
15486,2019-03-06,AXGT,AXOVANT SCIENCES LTD,1.32000,1099707,155557,1.36000
15486,2019-03-07,AXGT,AXOVANT SCIENCES LTD,1.41000,3296752,155557,1.34000
15486,2019-03-08,AXGT,AXOVANT SCIENCES LTD,1.48000,3260164,155557,1.41000
15486,2019-03-11,AXGT,AXOVANT SCIENCES LTD,1.69000,38381734,155557,2.12000
15486,2019-03-12,AXGT,AXOVANT SCIENCES LTD,1.77000,5195118,155557,1.84000
15486,2019-03-13,AXGT,AXOVANT SCIENCES LTD,1.75000,3212550,155557,1.79000
15486,2019-03-14,AXGT,AXOVANT SCIENCES LTD,1.42000,12828581,155557,1.48000
15486,2019-03-15,AXGT,AXOVANT SCIENCES LTD,1.42000,4212418,182224,1.46000
15486,2019-03-18,AXGT,AXOVANT SCIENCES LTD,1.39000,2498034,182224,1.43000
15486,2019-03-19,AXGT,AXOVANT SCIENCES LTD,1.40000,3636997,182224,1.40000
15486,2019-03-20,AXGT,AXOVANT SCIENCES LTD,1.43000,2160582,182224,1.44000
15486,2019-03-21,AXGT,AXOVANT SCIENCES LTD,1.44000,1215118,182224,1.43000
15486,2019-03-22,AXGT,AXOVANT SCIENCES LTD,1.39000,1365639,182224,1.42000
15486,2019-03-25,AXGT,AXOVANT SCIENCES LTD,1.36000,1209359,182224,1.39000
15486,2019-03-26,AXGT,AXOVANT SCIENCES LTD,1.37000,960323,182224,1.37000
15486,2019-03-27,AXGT,AXOVANT SCIENCES LTD,1.35000,2839498,182224,1.38000
15486,2019-03-28,AXGT,AXOVANT SCIENCES LTD,1.37000,1599242,182224,1.39000
15486,2019-03-29,AXGT,AXOVANT SCIENCES LTD,1.33000,1373495,182239,1.39000
15486,2019-04-01,AXGT,AXOVANT SCIENCES LTD,1.26000,1878334,182239,1.34000
15486,2019-04-02,AXGT,AXOVANT SCIENCES LTD,1.31000,1825623,182239,1.26000
15486,2019-04-03,AXGT,AXOVANT GENE THERAPIES LTD,1.25000,1598368,182239,1.32000
15486,2019-04-04,AXGT,AXOVANT GENE THERAPIES LTD,1.25000,1223918,182239,1.27000
15486,2019-04-05,AXGT,AXOVANT GENE THERAPIES LTD,1.19000,2976842,182239,1.15000
15486,2019-04-08,AXGT,AXOVANT GENE THERAPIES LTD,1.17000,984110,182239,1.20000
15486,2019-04-09,AXGT,AXOVANT GENE THERAPIES LTD,1.14000,1479710,182239,1.16000
15486,2019-04-10,AXGT,AXOVANT GENE THERAPIES LTD,1.09000,1139234,182239,1.13000
15486,2019-04-11,AXGT,AXOVANT GENE THERAPIES LTD,1.07000,1271360,182239,1.10000
15486,2019-04-12,AXGT,AXOVANT GENE THERAPIES LTD,1.08000,987203,182239,1.12000
15486,2019-04-15,AXGT,AXOVANT GENE THERAPIES LTD,1.06000,893986,182239,1.08000
15486,2019-04-16,AXGT,AXOVANT GENE THERAPIES LTD,1.06000,670004,182239,1.08000
15486,2019-04-17,AXGT,AXOVANT GENE THERAPIES LTD,1.04000,1178673,182239,1.06000
15486,2019-04-18,AXGT,AXOVANT GENE THERAPIES LTD,1.10000,646884,182239,1.04000
15486,2019-04-22,AXGT,AXOVANT GENE THERAPIES LTD,1.10500,631749,182239,1.10000
15486,2019-04-23,AXGT,AXOVANT GENE THERAPIES LTD,1.15000,759558,182239,1.11000
15486,2019-04-24,AXGT,AXOVANT GENE THERAPIES LTD,1.16000,525435,182239,1.14000
15486,2019-04-25,AXGT,AXOVANT GENE THERAPIES LTD,1.08000,845447,182239,1.15000
15486,2019-04-26,AXGT,AXOVANT GENE THERAPIES LTD,1.14000,587082,182239,1.07000
15486,2019-04-29,AXGT,AXOVANT GENE THERAPIES LTD,1.14000,1021275,182239,1.14000
15486,2019-04-30,AXGT,AXOVANT GENE THERAPIES LTD,1.10000,574561,182239,1.11000
15486,2019-05-01,AXGT,AXOVANT GENE THERAPIES LTD,1.10000,472138,182239,1.09000
15486,2019-05-02,AXGT,AXOVANT GENE THERAPIES LTD,1.13500,2272318,182239,1.09000
15486,2019-05-03,AXGT,AXOVANT GENE THERAPIES LTD,1.13000,670850,182239,1.12000
15486,2019-05-06,AXGT,AXOVANT GENE THERAPIES LTD,1.14000,689507,182239,1.14000
15486,2019-05-07,AXGT,AXOVANT GENE THERAPIES LTD,1.09000,797382,182239,1.14000
15486,2019-05-08,AXGT,AXOVANT GENE THERAPIES LTD,9.24000,356057,22780,8.15000
15486,2019-05-09,AXGT,AXOVANT GENE THERAPIES LTD,8.65000,313127,22780,8.75000
15486,2019-05-10,AXGT,AXOVANT GENE THERAPIES LTD,8.41000,185296,22780,8.59000
15486,2019-05-13,AXGT,AXOVANT GENE THERAPIES LTD,7.77000,297786,22780,8.31000
15486,2019-05-14,AXGT,AXOVANT GENE THERAPIES LTD,8.03000,175415,22780,7.90000
15486,2019-05-15,AXGT,AXOVANT GENE THERAPIES LTD,7.95000,93554,22780,8.02000
15486,2019-05-16,AXGT,AXOVANT GENE THERAPIES LTD,7.58000,289915,22780,7.97000
15486,2019-05-17,AXGT,AXOVANT GENE THERAPIES LTD,7.39000,315265,22780,7.58000
15486,2019-05-20,AXGT,AXOVANT GENE THERAPIES LTD,7.38000,257147,22780,7.55000
15486,2019-05-21,AXGT,AXOVANT GENE THERAPIES LTD,7.70000,176750,22780,7.45000
15486,2019-05-22,AXGT,AXOVANT GENE THERAPIES LTD,7.50000,473072,22780,7.72000
15486,2019-05-23,AXGT,AXOVANT GENE THERAPIES LTD,7.52000,232068,22780,7.38000
15486,2019-05-24,AXGT,AXOVANT GENE THERAPIES LTD,7.19000,396838,22780,7.53000
15486,2019-05-28,AXGT,AXOVANT GENE THERAPIES LTD,7.03000,268082,22780,7.19000
15486,2019-05-29,AXGT,AXOVANT GENE THERAPIES LTD,6.89000,257474,22780,7.04000
15486,2019-05-30,AXGT,AXOVANT GENE THERAPIES LTD,6.99000,480227,22780,6.81000
15486,2019-05-31,AXGT,AXOVANT GENE THERAPIES LTD,6.60000,446443,22780,6.94000
15486,2019-06-03,AXGT,AXOVANT GENE THERAPIES LTD,6.81000,209747,22780,6.56000
15486,2019-06-04,AXGT,AXOVANT GENE THERAPIES LTD,6.81000,179403,22780,6.82000
15486,2019-06-05,AXGT,AXOVANT GENE THERAPIES LTD,6.81000,154751,22780,6.82000
15486,2019-06-06,AXGT,AXOVANT GENE THERAPIES LTD,5.69000,1427878,22780,6.97000
15486,2019-06-07,AXGT,AXOVANT GENE THERAPIES LTD,4.48000,1437303,22780,5.70000
15486,2019-06-10,AXGT,AXOVANT GENE THERAPIES LTD,4.02000,631157,22780,4.49000
15486,2019-06-11,AXGT,AXOVANT GENE THERAPIES LTD,3.94000,592875,22780,4.06000
15486,2019-06-12,AXGT,AXOVANT GENE THERAPIES LTD,4.18000,915548,22780,4.25000
15486,2019-06-13,AXGT,AXOVANT GENE THERAPIES LTD,4.85000,757723,22780,4.27000
15486,2019-06-14,AXGT,AXOVANT GENE THERAPIES LTD,5.12000,714427,22780,4.81000
15486,2019-06-17,AXGT,AXOVANT GENE THERAPIES LTD,5.52000,337898,22780,5.21000
15486,2019-06-18,AXGT,AXOVANT GENE THERAPIES LTD,5.61000,363091,22780,5.78000
15486,2019-06-19,AXGT,AXOVANT GENE THERAPIES LTD,5.58000,208721,22780,5.65000
15486,2019-06-20,AXGT,AXOVANT GENE THERAPIES LTD,5.79000,250771,22780,5.75000
15486,2019-06-21,AXGT,AXOVANT GENE THERAPIES LTD,6.86000,19777300,22780,7.26000
15486,2019-06-24,AXGT,AXOVANT GENE THERAPIES LTD,6.41000,1184142,22780,6.50000
15486,2019-06-25,AXGT,AXOVANT GENE THERAPIES LTD,6.39000,323005,22780,6.35000
15486,2019-06-26,AXGT,AXOVANT GENE THERAPIES LTD,6.13000,508339,22780,6.38000
15486,2019-06-27,AXGT,AXOVANT GENE THERAPIES LTD,6.19000,301431,22780,6.10000
15486,2019-06-28,AXGT,AXOVANT GENE THERAPIES LTD,6.23000,307014,22781,6.19000
15486,2019-07-01,AXGT,AXOVANT GENE THERAPIES LTD,6.42000,284301,22781,6.21000
15486,2019-07-02,AXGT,AXOVANT GENE THERAPIES LTD,6.29000,145024,22781,6.40000
15486,2019-07-03,AXGT,AXOVANT GENE THERAPIES LTD,6.55000,139897,22781,6.28000
15486,2019-07-05,AXGT,AXOVANT GENE THERAPIES LTD,6.42000,254986,22781,6.56000
15486,2019-07-08,AXGT,AXOVANT GENE THERAPIES LTD,6.24000,173066,22781,6.34000
15486,2019-07-09,AXGT,AXOVANT GENE THERAPIES LTD,6.43000,139713,22781,6.20000
15486,2019-07-10,AXGT,AXOVANT GENE THERAPIES LTD,6.63000,421982,22781,6.44000
15486,2019-07-11,AXGT,AXOVANT GENE THERAPIES LTD,7.33000,1225245,22781,6.67000
15486,2019-07-12,AXGT,AXOVANT GENE THERAPIES LTD,7.38000,814585,22781,7.45000
15486,2019-07-15,AXGT,AXOVANT GENE THERAPIES LTD,7.36000,269888,22781,7.43000
15486,2019-07-16,AXGT,AXOVANT GENE THERAPIES LTD,7.60000,200772,22781,7.36000
15486,2019-07-17,AXGT,AXOVANT GENE THERAPIES LTD,7.47000,246238,22781,7.66000
15486,2019-07-18,AXGT,AXOVANT GENE THERAPIES LTD,7.67000,223284,22781,7.42000
15486,2019-07-19,AXGT,AXOVANT GENE THERAPIES LTD,7.09000,341497,22781,7.65000
15486,2019-07-22,AXGT,AXOVANT GENE THERAPIES LTD,6.58000,537432,22781,7.09000
15486,2019-07-23,AXGT,AXOVANT GENE THERAPIES LTD,6.35000,301463,22781,6.59000
15486,2019-07-24,AXGT,AXOVANT GENE THERAPIES LTD,6.70000,152740,22781,6.29000
15486,2019-07-25,AXGT,AXOVANT GENE THERAPIES LTD,6.39000,117197,22781,6.64000
15486,2019-07-26,AXGT,AXOVANT GENE THERAPIES LTD,6.57000,90685,22781,6.39000
15486,2019-07-29,AXGT,AXOVANT GENE THERAPIES LTD,6.67000,74377,22781,6.51000
15486,2019-07-30,AXGT,AXOVANT GENE THERAPIES LTD,7.16000,109516,22781,6.61000
15486,2019-07-31,AXGT,AXOVANT GENE THERAPIES LTD,6.94000,92682,22781,7.15000
15486,2019-08-01,AXGT,AXOVANT GENE THERAPIES LTD,6.97000,318741,22781,6.96000
15486,2019-08-02,AXGT,AXOVANT GENE THERAPIES LTD,6.53000,170333,22781,6.89000
15486,2019-08-05,AXGT,AXOVANT GENE THERAPIES LTD,6.43000,183194,22781,6.34000
15486,2019-08-06,AXGT,AXOVANT GENE THERAPIES LTD,6.30000,87411,22781,6.47000
15486,2019-08-07,AXGT,AXOVANT GENE THERAPIES LTD,6.31000,65669,22781,6.25000
15486,2019-08-08,AXGT,AXOVANT GENE THERAPIES LTD,6.61000,419348,22781,6.29000
15486,2019-08-09,AXGT,AXOVANT GENE THERAPIES LTD,6.33000,211374,22781,6.43000
15486,2019-08-12,AXGT,AXOVANT GENE THERAPIES LTD,6.57000,426471,22781,6.79000
15486,2019-08-13,AXGT,AXOVANT GENE THERAPIES LTD,6.79000,119092,22781,6.60000
15486,2019-08-14,AXGT,AXOVANT GENE THERAPIES LTD,6.76000,228899,22781,6.75000
15486,2019-08-15,AXGT,AXOVANT GENE THERAPIES LTD,6.62000,119938,22781,6.72000
15486,2019-08-16,AXGT,AXOVANT GENE THERAPIES LTD,6.92000,107611,22781,6.68000
15486,2019-08-19,AXGT,AXOVANT GENE THERAPIES LTD,6.73000,133493,22781,7.00000
15486,2019-08-20,AXGT,AXOVANT GENE THERAPIES LTD,6.62000,74090,22781,6.77000
15486,2019-08-21,AXGT,AXOVANT GENE THERAPIES LTD,6.68000,85233,22781,6.65000
15486,2019-08-22,AXGT,AXOVANT GENE THERAPIES LTD,6.76000,53787,22781,6.72000
15486,2019-08-23,AXGT,AXOVANT GENE THERAPIES LTD,6.42000,114679,22781,6.65000
15486,2019-08-26,AXGT,AXOVANT GENE THERAPIES LTD,6.62000,76775,22781,6.40000
15486,2019-08-27,AXGT,AXOVANT GENE THERAPIES LTD,6.38000,102715,22781,6.61000
15486,2019-08-28,AXGT,AXOVANT GENE THERAPIES LTD,6.68000,80246,22781,6.32000
15486,2019-08-29,AXGT,AXOVANT GENE THERAPIES LTD,7.04000,127291,22781,6.71000
15486,2019-08-30,AXGT,AXOVANT GENE THERAPIES LTD,7.03000,109425,22781,7.03000
15486,2019-09-03,AXGT,AXOVANT GENE THERAPIES LTD,6.66000,82767,22781,6.81000
15486,2019-09-04,AXGT,AXOVANT GENE THERAPIES LTD,6.75000,48847,22781,6.66000
15486,2019-09-05,AXGT,AXOVANT GENE THERAPIES LTD,7.05000,92810,22781,6.83000
15486,2019-09-06,AXGT,AXOVANT GENE THERAPIES LTD,7.04000,103283,22781,7.09000
15486,2019-09-09,AXGT,AXOVANT GENE THERAPIES LTD,7.10000,41585,22781,6.99000
15486,2019-09-10,AXGT,AXOVANT GENE THERAPIES LTD,7.53000,224177,22781,7.11000
15486,2019-09-11,AXGT,AXOVANT GENE THERAPIES LTD,7.74000,159407,22781,7.57000
15486,2019-09-12,AXGT,AXOVANT GENE THERAPIES LTD,7.62000,63892,22781,7.70000
15486,2019-09-13,AXGT,AXOVANT GENE THERAPIES LTD,7.69000,67113,22781,7.54000
15486,2019-09-16,AXGT,AXOVANT GENE THERAPIES LTD,7.50000,186501,22781,7.75000
15486,2019-09-17,AXGT,AXOVANT GENE THERAPIES LTD,7.86000,123537,22781,7.61000
15486,2019-09-18,AXGT,AXOVANT GENE THERAPIES LTD,7.63000,78183,22781,7.83000
15486,2019-09-19,AXGT,AXOVANT GENE THERAPIES LTD,7.53000,34414,22781,7.65000
15486,2019-09-20,AXGT,AXOVANT GENE THERAPIES LTD,7.77000,126505,22781,7.50000
15486,2019-09-23,AXGT,AXOVANT GENE THERAPIES LTD,7.65000,69039,22781,7.80000
15486,2019-09-24,AXGT,AXOVANT GENE THERAPIES LTD,7.20000,87575,22781,7.77000
15486,2019-09-25,AXGT,AXOVANT GENE THERAPIES LTD,6.98000,66849,22781,7.21000
15486,2019-09-26,AXGT,AXOVANT GENE THERAPIES LTD,6.58000,114458,22781,6.95000
15486,2019-09-27,AXGT,AXOVANT GENE THERAPIES LTD,6.61000,69712,22781,6.53000
15486,2019-09-30,AXGT,AXOVANT GENE THERAPIES LTD,6.46000,112865,22792,6.42000
15486,2019-10-01,AXGT,AXOVANT GENE THERAPIES LTD,5.92000,172273,22792,6.46000
15486,2019-10-02,AXGT,AXOVANT GENE THERAPIES LTD,5.92000,59330,22792,5.87000
15486,2019-10-03,AXGT,AXOVANT GENE THERAPIES LTD,6.10000,34308,22792,5.91000
15486,2019-10-04,AXGT,AXOVANT GENE THERAPIES LTD,6.04000,71230,22792,6.21000
15486,2019-10-07,AXGT,AXOVANT GENE THERAPIES LTD,5.86000,58748,22792,6.08000
15486,2019-10-08,AXGT,AXOVANT GENE THERAPIES LTD,5.89000,175389,22792,5.88000
15486,2019-10-09,AXGT,AXOVANT GENE THERAPIES LTD,5.66000,73606,22792,5.88000
